health_statement,label,source_type
Smoking increases the risk of lung cancer,true,tweet
Antibiotics can cure viral infections like flu,false,tweet
Garlic can completely cure COVID-19,false,blog
Early cancer screening improves survival rates,true,forum
Insulin regulates blood sugar levels,true,forum
Mental illness is caused by evil spirits,false,tweet
Physical activity helps control body weight,true,news
Antibiotics can cure viral infections like flu,false,forum
Skipping meals is the healthiest way to lose weight,false,forum
Cancer can be cured only through faith healing,false,blog
Antibiotics can cure viral infections like flu,false,news
Fasting alone can cure chronic diseases,false,news
Garlic can completely cure COVID-19,false,news
Garlic can completely cure COVID-19,false,forum
Proper hydration helps maintain body temperature,true,forum
Antibiotics can cure viral infections like flu,false,tweet
Drinking bleach can kill viruses inside the body,false,blog
High blood pressure increases the risk of stroke,true,news
Mental illness is caused by evil spirits,false,tweet
Drinking bleach can kill viruses inside the body,false,forum
Homeopathy can replace all modern medicines,false,tweet
Homeopathy can replace all modern medicines,false,comment
Detox drinks can remove all toxins instantly,false,blog
Detox drinks can remove all toxins instantly,false,news
High blood pressure increases the risk of stroke,true,news
Early cancer screening improves survival rates,true,tweet
Handwashing reduces the spread of infectious diseases,true,forum
Smoking increases the risk of lung cancer,true,blog
Drinking bleach can kill viruses inside the body,false,news
Fasting alone can cure chronic diseases,false,blog
Proper hydration helps maintain body temperature,true,news
Insulin regulates blood sugar levels,true,comment
Cancer can be cured only through faith healing,false,tweet
Skipping meals is the healthiest way to lose weight,false,tweet
Vaccines cause autism,false,tweet
Smoking increases the risk of lung cancer,true,blog
High blood pressure increases the risk of stroke,true,tweet
Drinking alcohol improves immunity,false,blog
High blood pressure increases the risk of stroke,true,blog
Regular exercise helps reduce the risk of heart disease,true,news
Skipping meals is the healthiest way to lose weight,false,news
Adequate sleep improves mental and physical health,true,comment
Insulin regulates blood sugar levels,true,forum
Vaccines help the immune system recognize and fight infections,true,tweet
Drinking enough water supports kidney function,true,news
Drinking enough water supports kidney function,true,blog
Skipping meals is the healthiest way to lose weight,false,comment
Proper hydration helps maintain body temperature,true,tweet
Homeopathy can replace all modern medicines,false,tweet
Diabetes can be permanently cured by herbal tea,false,tweet
Mental health therapy can reduce anxiety and depression,true,comment
Cancer can be cured only through faith healing,false,forum
Cancer can be cured only through faith healing,false,blog
Vaccines cause autism,false,comment
Drinking alcohol improves immunity,false,tweet
Cancer can be cured only through faith healing,false,blog
Diabetes can be permanently cured by herbal tea,false,news
Smoking increases the risk of lung cancer,true,blog
Diabetes can be permanently cured by herbal tea,false,news
A balanced diet improves overall immune health,true,comment
Garlic can completely cure COVID-19,false,forum
Detox drinks can remove all toxins instantly,false,tweet
Drinking alcohol improves immunity,false,blog
Garlic can completely cure COVID-19,false,news
You do not need sleep if you meditate daily,false,blog
Handwashing reduces the spread of infectious diseases,true,comment
Garlic can completely cure COVID-19,false,tweet
Homeopathy can replace all modern medicines,false,blog
Garlic can completely cure COVID-19,false,blog
Antibiotics can cure viral infections like flu,false,comment
High blood pressure increases the risk of stroke,true,forum
Garlic can completely cure COVID-19,false,comment
Homeopathy can replace all modern medicines,false,forum
Vaccines cause autism,false,comment
All cancers are caused by mobile phone radiation,false,tweet
Drinking enough water supports kidney function,true,tweet
Mental health therapy can reduce anxiety and depression,true,comment
Mental health therapy can reduce anxiety and depression,true,news
High blood pressure increases the risk of stroke,true,tweet
Fasting alone can cure chronic diseases,false,forum
Drinking enough water supports kidney function,true,forum
Detox drinks can remove all toxins instantly,false,forum
Wearing glasses permanently weakens eyesight,false,news
Antibiotics can cure viral infections like flu,false,comment
You do not need sleep if you meditate daily,false,comment
Mental illness is caused by evil spirits,false,comment
Garlic can completely cure COVID-19,false,comment
Skipping meals is the healthiest way to lose weight,false,news
Proper hydration helps maintain body temperature,true,tweet
Mental illness is caused by evil spirits,false,tweet
Insulin regulates blood sugar levels,true,comment
Antibiotics are effective against bacterial infections,true,tweet
Adequate sleep improves mental and physical health,true,news
A balanced diet improves overall immune health,true,tweet
Physical activity helps control body weight,true,forum
All cancers are caused by mobile phone radiation,false,news
Antibiotics can cure viral infections like flu,false,tweet
Skipping meals is the healthiest way to lose weight,false,news
Drinking enough water supports kidney function,true,news
Diabetes can be permanently cured by herbal tea,false,comment
Mental health therapy can reduce anxiety and depression,true,forum
Drinking alcohol improves immunity,false,news
Wearing glasses permanently weakens eyesight,false,tweet
Homeopathy can replace all modern medicines,false,forum
Handwashing reduces the spread of infectious diseases,true,tweet
Antibiotics are effective against bacterial infections,true,comment
Homeopathy can replace all modern medicines,false,news
Physical activity helps control body weight,true,news
Detox drinks can remove all toxins instantly,false,comment
Antibiotics can cure viral infections like flu,false,comment
Antibiotics can cure viral infections like flu,false,tweet
Wearing glasses permanently weakens eyesight,false,blog
Regular exercise helps reduce the risk of heart disease,true,blog
Fasting alone can cure chronic diseases,false,forum
Vaccination reduces the spread of infectious diseases,true,blog
Detox drinks can remove all toxins instantly,false,tweet
Antibiotics are effective against bacterial infections,true,blog
Garlic can completely cure COVID-19,false,tweet
Insulin regulates blood sugar levels,true,comment
High blood pressure increases the risk of stroke,true,blog
Homeopathy can replace all modern medicines,false,forum
High blood pressure increases the risk of stroke,true,tweet
Early cancer screening improves survival rates,true,comment
All cancers are caused by mobile phone radiation,false,blog
Smoking increases the risk of lung cancer,true,comment
Antibiotics can cure viral infections like flu,false,comment
Adequate sleep improves mental and physical health,true,tweet
You do not need sleep if you meditate daily,false,forum
Homeopathy can replace all modern medicines,false,tweet
High blood pressure increases the risk of stroke,true,forum
Smoking increases the risk of lung cancer,true,comment
Fasting alone can cure chronic diseases,false,news
Mental illness is caused by evil spirits,false,forum
Cancer can be cured only through faith healing,false,comment
Physical activity helps control body weight,true,forum
Wearing glasses permanently weakens eyesight,false,blog
Skipping meals is the healthiest way to lose weight,false,blog
Physical activity helps control body weight,true,tweet
Vaccines cause autism,false,tweet
A balanced diet improves overall immune health,true,comment
You do not need sleep if you meditate daily,false,tweet
Vaccines cause autism,false,tweet
You do not need sleep if you meditate daily,false,comment
Handwashing reduces the spread of infectious diseases,true,tweet
Cancer can be cured only through faith healing,false,blog
Antibiotics are effective against bacterial infections,true,news
Wearing glasses permanently weakens eyesight,false,comment
Fasting alone can cure chronic diseases,false,news
A balanced diet improves overall immune health,true,forum
Vaccination reduces the spread of infectious diseases,true,news
Mental illness is caused by evil spirits,false,blog
Mental illness is caused by evil spirits,false,news
Mental illness is caused by evil spirits,false,comment
Garlic can completely cure COVID-19,false,news
Vaccines help the immune system recognize and fight infections,true,comment
Proper hydration helps maintain body temperature,true,blog
Adequate sleep improves mental and physical health,true,news
Early cancer screening improves survival rates,true,news
A balanced diet improves overall immune health,true,comment
Garlic can completely cure COVID-19,false,blog
Homeopathy can replace all modern medicines,false,news
Detox drinks can remove all toxins instantly,false,blog
Physical activity helps control body weight,true,tweet
Wearing glasses permanently weakens eyesight,false,blog
Cancer can be cured only through faith healing,false,forum
Garlic can completely cure COVID-19,false,news
Detox drinks can remove all toxins instantly,false,news
Smoking increases the risk of lung cancer,true,forum
Vaccines cause autism,false,news
Cancer can be cured only through faith healing,false,comment
Drinking enough water supports kidney function,true,comment
A balanced diet improves overall immune health,true,news
Vaccines help the immune system recognize and fight infections,true,comment
All cancers are caused by mobile phone radiation,false,tweet
Detox drinks can remove all toxins instantly,false,news
All cancers are caused by mobile phone radiation,false,comment
Insulin regulates blood sugar levels,true,comment
Vaccines help the immune system recognize and fight infections,true,forum
Vaccination reduces the spread of infectious diseases,true,news
Detox drinks can remove all toxins instantly,false,comment
Homeopathy can replace all modern medicines,false,blog
You do not need sleep if you meditate daily,false,forum
Wearing glasses permanently weakens eyesight,false,blog
All cancers are caused by mobile phone radiation,false,comment
Detox drinks can remove all toxins instantly,false,comment
Drinking alcohol improves immunity,false,forum
Skipping meals is the healthiest way to lose weight,false,comment
Wearing glasses permanently weakens eyesight,false,forum
High blood pressure increases the risk of stroke,true,news
All cancers are caused by mobile phone radiation,false,forum
Vaccination reduces the spread of infectious diseases,true,comment
Vaccination reduces the spread of infectious diseases,true,blog
Proper hydration helps maintain body temperature,true,tweet
Diabetes can be permanently cured by herbal tea,false,tweet
Drinking enough water supports kidney function,true,blog
Mental health therapy can reduce anxiety and depression,true,comment
Fasting alone can cure chronic diseases,false,news
Vaccination reduces the spread of infectious diseases,true,forum
Antibiotics can cure viral infections like flu,false,news
A balanced diet improves overall immune health,true,blog
Garlic can completely cure COVID-19,false,forum
Mental health therapy can reduce anxiety and depression,true,news
Drinking enough water supports kidney function,true,news
Drinking bleach can kill viruses inside the body,false,comment
Adequate sleep improves mental and physical health,true,news
High blood pressure increases the risk of stroke,true,blog
Smoking increases the risk of lung cancer,true,tweet
Cancer can be cured only through faith healing,false,tweet
Homeopathy can replace all modern medicines,false,forum
Homeopathy can replace all modern medicines,false,blog
Regular exercise helps reduce the risk of heart disease,true,news
All cancers are caused by mobile phone radiation,false,blog
Vaccination reduces the spread of infectious diseases,true,news
Homeopathy can replace all modern medicines,false,blog
High blood pressure increases the risk of stroke,true,news
Homeopathy can replace all modern medicines,false,blog
Regular exercise helps reduce the risk of heart disease,true,tweet
Cancer can be cured only through faith healing,false,news
Vaccination reduces the spread of infectious diseases,true,comment
Garlic can completely cure COVID-19,false,forum
Vaccines help the immune system recognize and fight infections,true,blog
Diabetes can be permanently cured by herbal tea,false,news
A balanced diet improves overall immune health,true,news
Drinking enough water supports kidney function,true,news
Physical activity helps control body weight,true,blog
Vaccines help the immune system recognize and fight infections,true,news
Adequate sleep improves mental and physical health,true,news
Proper hydration helps maintain body temperature,true,comment
Antibiotics are effective against bacterial infections,true,comment
Drinking enough water supports kidney function,true,news
Drinking enough water supports kidney function,true,comment
Drinking enough water supports kidney function,true,forum
Detox drinks can remove all toxins instantly,false,comment
Homeopathy can replace all modern medicines,false,comment
Physical activity helps control body weight,true,tweet
Fasting alone can cure chronic diseases,false,tweet
Vaccines cause autism,false,comment
Cancer can be cured only through faith healing,false,blog
Skipping meals is the healthiest way to lose weight,false,comment
Antibiotics can cure viral infections like flu,false,tweet
Proper hydration helps maintain body temperature,true,blog
Cancer can be cured only through faith healing,false,blog
Handwashing reduces the spread of infectious diseases,true,tweet
Mental illness is caused by evil spirits,false,blog
Handwashing reduces the spread of infectious diseases,true,news
A balanced diet improves overall immune health,true,blog
Garlic can completely cure COVID-19,false,comment
You do not need sleep if you meditate daily,false,blog
Insulin regulates blood sugar levels,true,forum
You do not need sleep if you meditate daily,false,blog
Antibiotics are effective against bacterial infections,true,tweet
Drinking bleach can kill viruses inside the body,false,blog
Cancer can be cured only through faith healing,false,tweet
Regular exercise helps reduce the risk of heart disease,true,blog
Cancer can be cured only through faith healing,false,news
Fasting alone can cure chronic diseases,false,comment
Regular exercise helps reduce the risk of heart disease,true,tweet
Handwashing reduces the spread of infectious diseases,true,forum
Wearing glasses permanently weakens eyesight,false,news
Proper hydration helps maintain body temperature,true,forum
Drinking bleach can kill viruses inside the body,false,forum
Vaccines help the immune system recognize and fight infections,true,tweet
Wearing glasses permanently weakens eyesight,false,news
Skipping meals is the healthiest way to lose weight,false,tweet
Vaccination reduces the spread of infectious diseases,true,comment
Antibiotics are effective against bacterial infections,true,blog
Adequate sleep improves mental and physical health,true,blog
Cancer can be cured only through faith healing,false,comment
All cancers are caused by mobile phone radiation,false,blog
Early cancer screening improves survival rates,true,forum
Adequate sleep improves mental and physical health,true,news
Homeopathy can replace all modern medicines,false,forum
Adequate sleep improves mental and physical health,true,forum
Antibiotics can cure viral infections like flu,false,comment
Smoking increases the risk of lung cancer,true,comment
Handwashing reduces the spread of infectious diseases,true,forum
Drinking enough water supports kidney function,true,comment
Drinking alcohol improves immunity,false,news
Cancer can be cured only through faith healing,false,news
Adequate sleep improves mental and physical health,true,comment
You do not need sleep if you meditate daily,false,news
Detox drinks can remove all toxins instantly,false,news
Drinking bleach can kill viruses inside the body,false,comment
Antibiotics are effective against bacterial infections,true,forum
Mental illness is caused by evil spirits,false,news
Insulin regulates blood sugar levels,true,comment
Vaccines cause autism,false,blog
Insulin regulates blood sugar levels,true,blog
You do not need sleep if you meditate daily,false,forum
Vaccination reduces the spread of infectious diseases,true,tweet
Smoking increases the risk of lung cancer,true,tweet
All cancers are caused by mobile phone radiation,false,tweet
Early cancer screening improves survival rates,true,news
Insulin regulates blood sugar levels,true,blog
Antibiotics are effective against bacterial infections,true,tweet
Vaccination reduces the spread of infectious diseases,true,blog
Physical activity helps control body weight,true,comment
Mental illness is caused by evil spirits,false,tweet
Drinking alcohol improves immunity,false,forum
Mental illness is caused by evil spirits,false,comment
Cancer can be cured only through faith healing,false,forum
Handwashing reduces the spread of infectious diseases,true,blog
Detox drinks can remove all toxins instantly,false,forum
Vaccines help the immune system recognize and fight infections,true,comment
Homeopathy can replace all modern medicines,false,blog
Mental illness is caused by evil spirits,false,blog
A balanced diet improves overall immune health,true,news
Mental health therapy can reduce anxiety and depression,true,comment
Smoking increases the risk of lung cancer,true,forum
Proper hydration helps maintain body temperature,true,blog
Vaccination reduces the spread of infectious diseases,true,news
Smoking increases the risk of lung cancer,true,tweet
Drinking enough water supports kidney function,true,blog
Fasting alone can cure chronic diseases,false,blog
Adequate sleep improves mental and physical health,true,forum
Fasting alone can cure chronic diseases,false,news
Physical activity helps control body weight,true,forum
Garlic can completely cure COVID-19,false,tweet
Smoking increases the risk of lung cancer,true,forum
Fasting alone can cure chronic diseases,false,comment
Drinking alcohol improves immunity,false,tweet
Cancer can be cured only through faith healing,false,forum
Drinking bleach can kill viruses inside the body,false,blog
Mental illness is caused by evil spirits,false,forum
Drinking alcohol improves immunity,false,comment
Smoking increases the risk of lung cancer,true,news
A balanced diet improves overall immune health,true,blog
Physical activity helps control body weight,true,comment
Handwashing reduces the spread of infectious diseases,true,blog
Early cancer screening improves survival rates,true,comment
Insulin regulates blood sugar levels,true,tweet
Drinking enough water supports kidney function,true,tweet
Drinking alcohol improves immunity,false,forum
Antibiotics can cure viral infections like flu,false,tweet
Physical activity helps control body weight,true,blog
A balanced diet improves overall immune health,true,tweet
Handwashing reduces the spread of infectious diseases,true,news
Mental illness is caused by evil spirits,false,tweet
You do not need sleep if you meditate daily,false,comment
Mental health therapy can reduce anxiety and depression,true,blog
Wearing glasses permanently weakens eyesight,false,tweet
Vaccines cause autism,false,blog
Drinking enough water supports kidney function,true,forum
Insulin regulates blood sugar levels,true,news
Proper hydration helps maintain body temperature,true,blog
Antibiotics are effective against bacterial infections,true,tweet
Antibiotics can cure viral infections like flu,false,comment
A balanced diet improves overall immune health,true,news
Skipping meals is the healthiest way to lose weight,false,tweet
Vaccines help the immune system recognize and fight infections,true,tweet
Skipping meals is the healthiest way to lose weight,false,tweet
Insulin regulates blood sugar levels,true,news
High blood pressure increases the risk of stroke,true,blog
Antibiotics are effective against bacterial infections,true,news
Mental illness is caused by evil spirits,false,tweet
All cancers are caused by mobile phone radiation,false,tweet
Handwashing reduces the spread of infectious diseases,true,comment
Mental health therapy can reduce anxiety and depression,true,comment
You do not need sleep if you meditate daily,false,news
High blood pressure increases the risk of stroke,true,news
Handwashing reduces the spread of infectious diseases,true,comment
Adequate sleep improves mental and physical health,true,blog
Mental health therapy can reduce anxiety and depression,true,blog
Drinking bleach can kill viruses inside the body,false,tweet
Regular exercise helps reduce the risk of heart disease,true,comment
All cancers are caused by mobile phone radiation,false,news
Detox drinks can remove all toxins instantly,false,news
Homeopathy can replace all modern medicines,false,forum
Antibiotics can cure viral infections like flu,false,comment
Wearing glasses permanently weakens eyesight,false,comment
Vaccination reduces the spread of infectious diseases,true,blog
Early cancer screening improves survival rates,true,forum
Drinking bleach can kill viruses inside the body,false,forum
Vaccines help the immune system recognize and fight infections,true,blog
Diabetes can be permanently cured by herbal tea,false,news
Regular exercise helps reduce the risk of heart disease,true,tweet
Skipping meals is the healthiest way to lose weight,false,tweet
Smoking increases the risk of lung cancer,true,forum
Detox drinks can remove all toxins instantly,false,forum
You do not need sleep if you meditate daily,false,tweet
Homeopathy can replace all modern medicines,false,news
Antibiotics can cure viral infections like flu,false,news
Antibiotics are effective against bacterial infections,true,blog
Skipping meals is the healthiest way to lose weight,false,blog
Physical activity helps control body weight,true,news
Regular exercise helps reduce the risk of heart disease,true,forum
You do not need sleep if you meditate daily,false,tweet
Smoking increases the risk of lung cancer,true,blog
Mental health therapy can reduce anxiety and depression,true,comment
Drinking enough water supports kidney function,true,news
Proper hydration helps maintain body temperature,true,tweet
Vaccination reduces the spread of infectious diseases,true,forum
Smoking increases the risk of lung cancer,true,tweet
Antibiotics can cure viral infections like flu,false,comment
Handwashing reduces the spread of infectious diseases,true,news
Drinking enough water supports kidney function,true,blog
Mental health therapy can reduce anxiety and depression,true,forum
All cancers are caused by mobile phone radiation,false,tweet
High blood pressure increases the risk of stroke,true,blog
Diabetes can be permanently cured by herbal tea,false,tweet
Diabetes can be permanently cured by herbal tea,false,tweet
Skipping meals is the healthiest way to lose weight,false,comment
Adequate sleep improves mental and physical health,true,forum
Cancer can be cured only through faith healing,false,forum
Fasting alone can cure chronic diseases,false,comment
Early cancer screening improves survival rates,true,tweet
Adequate sleep improves mental and physical health,true,comment
Diabetes can be permanently cured by herbal tea,false,tweet
Physical activity helps control body weight,true,tweet
A balanced diet improves overall immune health,true,forum
Proper hydration helps maintain body temperature,true,tweet
Mental illness is caused by evil spirits,false,comment
Drinking enough water supports kidney function,true,forum
Handwashing reduces the spread of infectious diseases,true,forum
Garlic can completely cure COVID-19,false,forum
Mental health therapy can reduce anxiety and depression,true,blog
All cancers are caused by mobile phone radiation,false,comment
Vaccination reduces the spread of infectious diseases,true,comment
Smoking increases the risk of lung cancer,true,blog
Vaccination reduces the spread of infectious diseases,true,comment
Mental health therapy can reduce anxiety and depression,true,forum
Drinking enough water supports kidney function,true,blog
Drinking bleach can kill viruses inside the body,false,comment
Mental illness is caused by evil spirits,false,tweet
A balanced diet improves overall immune health,true,forum
Physical activity helps control body weight,true,tweet
Cancer can be cured only through faith healing,false,comment
Wearing glasses permanently weakens eyesight,false,tweet
Mental health therapy can reduce anxiety and depression,true,comment
Vaccines cause autism,false,tweet
Early cancer screening improves survival rates,true,forum
Cancer can be cured only through faith healing,false,blog
High blood pressure increases the risk of stroke,true,news
Drinking bleach can kill viruses inside the body,false,forum
Skipping meals is the healthiest way to lose weight,false,comment
A balanced diet improves overall immune health,true,tweet
Handwashing reduces the spread of infectious diseases,true,comment
Early cancer screening improves survival rates,true,news
Adequate sleep improves mental and physical health,true,news
Fasting alone can cure chronic diseases,false,tweet
Fasting alone can cure chronic diseases,false,tweet
Mental illness is caused by evil spirits,false,news
Early cancer screening improves survival rates,true,comment
Proper hydration helps maintain body temperature,true,comment
Fasting alone can cure chronic diseases,false,comment
Proper hydration helps maintain body temperature,true,news
Fasting alone can cure chronic diseases,false,news
Insulin regulates blood sugar levels,true,news
Skipping meals is the healthiest way to lose weight,false,news
Drinking bleach can kill viruses inside the body,false,blog
Garlic can completely cure COVID-19,false,tweet
Regular exercise helps reduce the risk of heart disease,true,tweet
Drinking alcohol improves immunity,false,news
Homeopathy can replace all modern medicines,false,blog
Homeopathy can replace all modern medicines,false,news
Drinking enough water supports kidney function,true,forum
Adequate sleep improves mental and physical health,true,tweet
All cancers are caused by mobile phone radiation,false,tweet
Vaccination reduces the spread of infectious diseases,true,blog
Vaccines help the immune system recognize and fight infections,true,comment
Drinking enough water supports kidney function,true,tweet
Drinking bleach can kill viruses inside the body,false,blog
You do not need sleep if you meditate daily,false,blog
Detox drinks can remove all toxins instantly,false,tweet
Mental health therapy can reduce anxiety and depression,true,tweet
Fasting alone can cure chronic diseases,false,blog
High blood pressure increases the risk of stroke,true,blog
Antibiotics can cure viral infections like flu,false,tweet
You do not need sleep if you meditate daily,false,comment
Physical activity helps control body weight,true,blog
Vaccines cause autism,false,news
Handwashing reduces the spread of infectious diseases,true,blog
Mental health therapy can reduce anxiety and depression,true,blog
Vaccines help the immune system recognize and fight infections,true,comment
Vaccines cause autism,false,blog
Vaccines help the immune system recognize and fight infections,true,news
Mental health therapy can reduce anxiety and depression,true,forum
Antibiotics are effective against bacterial infections,true,news
Cancer can be cured only through faith healing,false,blog
Skipping meals is the healthiest way to lose weight,false,comment
Garlic can completely cure COVID-19,false,blog
Antibiotics can cure viral infections like flu,false,tweet
Homeopathy can replace all modern medicines,false,forum
Regular exercise helps reduce the risk of heart disease,true,comment
Antibiotics are effective against bacterial infections,true,blog
Antibiotics can cure viral infections like flu,false,comment
Insulin regulates blood sugar levels,true,news
Vaccines help the immune system recognize and fight infections,true,news
Drinking enough water supports kidney function,true,news
Homeopathy can replace all modern medicines,false,tweet
Detox drinks can remove all toxins instantly,false,forum
Early cancer screening improves survival rates,true,blog
Regular exercise helps reduce the risk of heart disease,true,comment
Vaccination reduces the spread of infectious diseases,true,blog
Cancer can be cured only through faith healing,false,forum
Early cancer screening improves survival rates,true,forum
High blood pressure increases the risk of stroke,true,comment
Vaccines cause autism,false,news
Regular exercise helps reduce the risk of heart disease,true,tweet
Vaccines help the immune system recognize and fight infections,true,blog
Drinking bleach can kill viruses inside the body,false,news
Garlic can completely cure COVID-19,false,blog
Fasting alone can cure chronic diseases,false,news
A balanced diet improves overall immune health,true,blog
Antibiotics are effective against bacterial infections,true,comment
You do not need sleep if you meditate daily,false,news
Skipping meals is the healthiest way to lose weight,false,forum
A balanced diet improves overall immune health,true,comment
Mental health therapy can reduce anxiety and depression,true,blog
Drinking enough water supports kidney function,true,blog
Physical activity helps control body weight,true,tweet
Adequate sleep improves mental and physical health,true,blog
A balanced diet improves overall immune health,true,tweet
High blood pressure increases the risk of stroke,true,blog
Smoking increases the risk of lung cancer,true,tweet
Drinking bleach can kill viruses inside the body,false,comment
Handwashing reduces the spread of infectious diseases,true,news
Homeopathy can replace all modern medicines,false,forum
Fasting alone can cure chronic diseases,false,blog
All cancers are caused by mobile phone radiation,false,forum
Drinking alcohol improves immunity,false,comment
Detox drinks can remove all toxins instantly,false,forum
Diabetes can be permanently cured by herbal tea,false,blog
Vaccines cause autism,false,comment
Drinking enough water supports kidney function,true,blog
Early cancer screening improves survival rates,true,forum
Vaccination reduces the spread of infectious diseases,true,comment
Regular exercise helps reduce the risk of heart disease,true,comment
You do not need sleep if you meditate daily,false,blog
Handwashing reduces the spread of infectious diseases,true,news
Vaccines cause autism,false,news
High blood pressure increases the risk of stroke,true,tweet
Skipping meals is the healthiest way to lose weight,false,blog
Garlic can completely cure COVID-19,false,blog
Vaccination reduces the spread of infectious diseases,true,forum
Skipping meals is the healthiest way to lose weight,false,tweet
Vaccination reduces the spread of infectious diseases,true,forum
Detox drinks can remove all toxins instantly,false,blog
Vaccines help the immune system recognize and fight infections,true,comment
Detox drinks can remove all toxins instantly,false,tweet
Adequate sleep improves mental and physical health,true,comment
You do not need sleep if you meditate daily,false,tweet
Antibiotics can cure viral infections like flu,false,forum
Drinking enough water supports kidney function,true,comment
Vaccination reduces the spread of infectious diseases,true,comment
Cancer can be cured only through faith healing,false,tweet
Garlic can completely cure COVID-19,false,blog
Proper hydration helps maintain body temperature,true,forum
Smoking increases the risk of lung cancer,true,comment
Handwashing reduces the spread of infectious diseases,true,comment
Drinking bleach can kill viruses inside the body,false,comment
Antibiotics can cure viral infections like flu,false,comment
Antibiotics can cure viral infections like flu,false,blog
Drinking enough water supports kidney function,true,comment
Mental health therapy can reduce anxiety and depression,true,comment
Drinking bleach can kill viruses inside the body,false,blog
Handwashing reduces the spread of infectious diseases,true,blog
Skipping meals is the healthiest way to lose weight,false,tweet
Antibiotics can cure viral infections like flu,false,tweet
Early cancer screening improves survival rates,true,blog
Handwashing reduces the spread of infectious diseases,true,news
Drinking bleach can kill viruses inside the body,false,tweet
A balanced diet improves overall immune health,true,news
Mental illness is caused by evil spirits,false,comment
Mental health therapy can reduce anxiety and depression,true,tweet
A balanced diet improves overall immune health,true,forum
Skipping meals is the healthiest way to lose weight,false,blog
Vaccination reduces the spread of infectious diseases,true,forum
Cancer can be cured only through faith healing,false,tweet
Detox drinks can remove all toxins instantly,false,news
Antibiotics are effective against bacterial infections,true,news
Mental illness is caused by evil spirits,false,tweet
Detox drinks can remove all toxins instantly,false,tweet
Smoking increases the risk of lung cancer,true,news
Vaccines cause autism,false,tweet
Smoking increases the risk of lung cancer,true,news
Handwashing reduces the spread of infectious diseases,true,blog
Diabetes can be permanently cured by herbal tea,false,forum
Regular exercise helps reduce the risk of heart disease,true,blog
High blood pressure increases the risk of stroke,true,tweet
Wearing glasses permanently weakens eyesight,false,tweet
Mental illness is caused by evil spirits,false,comment
Handwashing reduces the spread of infectious diseases,true,blog
Proper hydration helps maintain body temperature,true,comment
Skipping meals is the healthiest way to lose weight,false,tweet
Antibiotics can cure viral infections like flu,false,blog
Detox drinks can remove all toxins instantly,false,tweet
Smoking increases the risk of lung cancer,true,forum
Drinking alcohol improves immunity,false,news
Physical activity helps control body weight,true,tweet
Antibiotics are effective against bacterial infections,true,tweet
Cancer can be cured only through faith healing,false,tweet
Homeopathy can replace all modern medicines,false,comment
Cancer can be cured only through faith healing,false,tweet
Fasting alone can cure chronic diseases,false,blog
Proper hydration helps maintain body temperature,true,forum
Vaccines cause autism,false,tweet
Vaccines help the immune system recognize and fight infections,true,comment
A balanced diet improves overall immune health,true,forum
Vaccination reduces the spread of infectious diseases,true,news
You do not need sleep if you meditate daily,false,forum
Early cancer screening improves survival rates,true,comment
Mental illness is caused by evil spirits,false,blog
Fasting alone can cure chronic diseases,false,comment
Fasting alone can cure chronic diseases,false,news
You do not need sleep if you meditate daily,false,tweet
Proper hydration helps maintain body temperature,true,comment
Regular exercise helps reduce the risk of heart disease,true,forum
Fasting alone can cure chronic diseases,false,comment
Cancer can be cured only through faith healing,false,comment
Detox drinks can remove all toxins instantly,false,news
Vaccination reduces the spread of infectious diseases,true,blog
Adequate sleep improves mental and physical health,true,comment
Regular exercise helps reduce the risk of heart disease,true,tweet
Proper hydration helps maintain body temperature,true,comment
Homeopathy can replace all modern medicines,false,tweet
Proper hydration helps maintain body temperature,true,tweet
Drinking enough water supports kidney function,true,blog
High blood pressure increases the risk of stroke,true,forum
Handwashing reduces the spread of infectious diseases,true,tweet
Cancer can be cured only through faith healing,false,comment
Homeopathy can replace all modern medicines,false,comment
All cancers are caused by mobile phone radiation,false,forum
Handwashing reduces the spread of infectious diseases,true,forum
Fasting alone can cure chronic diseases,false,news
Skipping meals is the healthiest way to lose weight,false,forum
Wearing glasses permanently weakens eyesight,false,comment
Cancer can be cured only through faith healing,false,comment
Fasting alone can cure chronic diseases,false,news
A balanced diet improves overall immune health,true,forum
Regular exercise helps reduce the risk of heart disease,true,tweet
Drinking enough water supports kidney function,true,blog
All cancers are caused by mobile phone radiation,false,news
Drinking enough water supports kidney function,true,comment
Drinking bleach can kill viruses inside the body,false,comment
All cancers are caused by mobile phone radiation,false,tweet
Adequate sleep improves mental and physical health,true,forum
All cancers are caused by mobile phone radiation,false,news
Fasting alone can cure chronic diseases,false,forum
Handwashing reduces the spread of infectious diseases,true,tweet
Handwashing reduces the spread of infectious diseases,true,forum
Homeopathy can replace all modern medicines,false,news
Physical activity helps control body weight,true,blog
Homeopathy can replace all modern medicines,false,news
Insulin regulates blood sugar levels,true,comment
Vaccines help the immune system recognize and fight infections,true,blog
Insulin regulates blood sugar levels,true,tweet
Drinking bleach can kill viruses inside the body,false,news
Vaccination reduces the spread of infectious diseases,true,tweet
Adequate sleep improves mental and physical health,true,comment
Vaccines help the immune system recognize and fight infections,true,comment
High blood pressure increases the risk of stroke,true,news
Wearing glasses permanently weakens eyesight,false,tweet
Diabetes can be permanently cured by herbal tea,false,news
Adequate sleep improves mental and physical health,true,blog
Adequate sleep improves mental and physical health,true,blog
You do not need sleep if you meditate daily,false,news
